Company,Amount ($M),Date,HQ,Sector,Series,Source
https://thehouseofrare.com/,$18.00,29/06/2024,Bengaluru,E-Commerce - Fashion,,https://entrackr.com/2024/06/rare-rabbit-raises-18-mn-from-a91-partners-zerodha-founders-fund-others/
https://www.bluestone.com/,$12.00,24/06/2024,Bengaluru,E-Commerce - Jewelry  Retailer,,https://entrackr.com/2024/06/exclusive-ipo-bound-bluestone-raises-rs-100-cr-debt-from-neo-markets/
https://nitrocommerce.ai/,$1.00,26/06/2024,Gurugram,Revenue as a Service,Seed,https://entrackr.com/2024/06/cornerstone-ventures-leads-rs-15-cr-round-in-nitro-commerce/
https://www.ohiapp.com/,$1.00,26/06/2024,Jaipur,Social Netwoeking,Pre-Series A,https://entrackr.com/2024/06/social-networking-app-o-hi-bags-1-mn-in-pre-series-a-round/
https://lxme.in/,$1.20,25/06/2024,Mumbai,Fintech - Investment,Seed,https://entrackr.com/2024/06/lxme-raises-1-2-mn-in-seed-round-led-by-kalaaris-cxxo/
https://www.northernarc.com/,$75.00,25/06/2024,Chennai,Fintech - NBFC Lending,Debt,https://inc42.com/buzz/ipo-bound-northern-arc-bags-75-mn-debt-from-dutch-fmo/
https://sidsfarm.com/,$10.00,25/06/2024,Hyderabad,E-Commerce - D2C Dairy  Brand,Series A,https://entrackr.com/2024/06/d2c-dairy-startup-sids-farm-raises-10-mn-in-series-a-round/
https://www.upgrad.com/,$35.00,28/06/2024,Mumbai,Edtech,Debt,https://entrackr.com/2024/06/exclusive-upgrad-raises-35-mn-debt-from-evolutionx/
https://letsdressup.in/,$1.30,26/06/2024,Gurugram,E-Commerce - D2C Fashion Brand,Pre-Series A,https://inc42.com/buzz/d2c-fashion-startup-letsdressup-bags-pre-series-a-funding-from-gvfl-others/
https://novavente.com/,$3.00,26/06/2024,Mumbai,Consulting,,https://entrackr.com/2024/06/novavente-raises-3-mn-from-highbrow-securities/
https://www.zyod.com/,$18.00,25/06/2024,Gurugram,B2B Fashion Manufacturing,Series A,https://entrackr.com/2024/06/b2b-fashion-startup-zyod-raises-18-mn-led-by-rtp-global/
https://www.machaxi.com/,$0.58,27/06/2024,Bengaluru,Sports Tech,Pre-Series A,https://entrackr.com/2024/06/ipv-leads-rs-4-8-cr-round-in-e-sports-startup-machaxi/
https://cloudphysician.net/,$10.50,25/06/2024,Bengaluru,AI Healthtech,Series A,https://entrackr.com/2024/06/ai-health-startup-cloudphysician-raises-10-5-mn-led-by-peak-xv/
https://www.smartworksoffice.com/,$20.00,27/06/2024,Gurugram,Co-working space provider,,https://entrackr.com/2024/06/smartworks-raises-more-than-20-mn-from-keppel-and-others/
https://www.plusgold.in/,$1.20,25/06/2024,Bengaluru,Fintech - Gold Investment,Seed,https://entrackr.com/2024/06/plus-gold-raises-1-2-mn-led-by-jito/
https://www.matter.in/,$10.00,26/06/2024,Ahmedabad,EV,Series A,https://entrackr.com/2024/06/exclusive-electric-mobility-startup-matter-raises-10-mn/
https://autocracymachinery.com/,$0.60,27/06/2024,Hyderabad,Machine Manufacturing,Pre- Series A,https://entrackr.com/2024/06/autocracy-machinery-raises-seed-round-led-by-venture-catalysts/
https://rupeek.com/,$15.00,26/06/2024,Bengaluru,Fintech - Gold Lending,,https://entrackr.com/2024/06/rupeek-raises-15-mn-from-elevation-readies-for-secondary/
https://twobrothersindiashop.com/,$7.00,27/06/2024,Pune,Agritech,Series A,https://economictimes.indiatimes.com/tech/funding/agritech-startup-two-brothers-organic-farms-raises-rs-58-2-crore-from-nithin-kamaths-rainmatter/articleshow/111319920.cms
https://www.cheq.one/,$2.20,24/06/2024,Bengaluru,Credit Card Bill Payments,Extended Seed,https://entrackr.com/2024/06/exclusive-fintech-startup-cheq-closes-new-round-at-6-7-mn/
https://www.morphing.in/,$2.76,26/06/2024,Bengaluru,Fabless Semiconductor,Seed,https://entrackr.com/2024/06/morphing-machines-raises-2-76-mn-in-seed-round/
